# jdk-only method-granular multi-image sweep — H25-1 N1
# regenerate: scripts/jdk-only-image-method-index.py per image, then scripts/jdk-only-image-method-sweep.py --tsv
# census: /data/w45work/census.json (8317 registrations, strict mode)
# images: jdk17-linux=17.0.20.1 jdk17-mac-x64=17.0.20.1 jdk17-windows=17.0.20 jdk21-linux=21.0.12 jdk21-mac-x64=21.0.12 jdk21-windows=21.0.12 jdk25-linux=25.0.4 jdk25-mac-x64=25.0.4 jdk25-windows=25.0.4
# canary java/lang/StringUTF16.isBigEndian()Z: cross-version
# verdicts: cross-version=399 dead-everywhere=263 field-shaped=49 live=6507 no-image-class=1099
#
# cross-version rows MUST NOT be deleted: an image this host does not
# run declares the method.
# field-shaped rows MUST NOT be deleted either: the name IS on the
# hierarchy, as a FIELD. An index built from the method table alone calls
# them dead and is wrong; WORKER 3's independent javap sweep found the
# same shape (38 rows there, 42 here).
# dead-everywhere rows are the retirable population, and retiring them is
# predicted to move the shadow census by ZERO — they are never
# dispatched (H25-1 §3).
verdict	shape	class	name	descriptor	owns_slot	registered_by	declared_by
dead-everywhere	truly-gone	java/lang/reflect/ReflectAccess	newParameter	(Ljava/lang/reflect/Executable;ILjava/lang/String;I)Ljava/lang/reflect/Parameter;	yes	native-builtins/src/shared_secrets_bridge.rs:2390	-
dead-everywhere	truly-gone	java/net/Inet4AddressImpl	init	()V	yes	native-builtins/src/inet_address.rs:679	-
dead-everywhere	near-miss	java/net/Inet4AddressImpl	isReachable0	([BII)Z	yes	native-builtins/src/inet_address.rs:674	-
dead-everywhere	near-miss	java/net/Inet4AddressImpl	isReachable0	([BII[BI)Z	yes	native-builtins/src/inet_address.rs:673	-
dead-everywhere	truly-gone	java/net/Inet6AddressImpl	init	()V	yes	native-builtins/src/inet_address.rs:722	-
dead-everywhere	truly-gone	java/net/InetAddress	getHostByAddr	([B)Ljava/lang/String;	yes	native-builtins/src/inet_address.rs:745	-
dead-everywhere	truly-gone	java/net/InetAddress	lookupAllHostAddr	(Ljava/lang/String;)[Ljava/net/InetAddress;	yes	native-builtins/src/inet_address.rs:739	-
dead-everywhere	truly-gone	java/net/InetAddress$1	getHostFromNameService	(Ljava/net/InetAddress;Z)Ljava/lang/String;	yes	native-builtins/src/shared_secrets_bridge.rs:2661	-
dead-everywhere	truly-gone	java/nio/Bits$1	getObjectName	()Ljavax/management/ObjectName;	yes	native-builtins/src/shared_secrets_bridge.rs:3358	-
dead-everywhere	truly-gone	java/nio/Buffer$1	scaleShifts	(Ljava/nio/Buffer;)I	yes	native-builtins/src/shared_secrets_bridge.rs:2922	-
dead-everywhere	near-miss	java/nio/Buffer$2	acquireSession	(Ljava/nio/Buffer;)Ljava/lang/foreign/MemorySegment$Scope;	yes	native-builtins/src/shared_secrets_bridge.rs:2870	-
dead-everywhere	truly-gone	java/nio/DirectByteBuffer	allocateDirect0	(I)Ljava/nio/ByteBuffer;	yes	native-io/src/direct_buffer.rs:2292	-
dead-everywhere	truly-gone	java/nio/DirectByteBuffer	cleanNative0	()V	yes	native-io/src/direct_buffer.rs:2345	-
dead-everywhere	truly-gone	java/nio/DirectByteBuffer	freeMemoryExplicit	(JJ)V	yes	native-io/src/direct_buffer.rs:2384	-
dead-everywhere	truly-gone	java/nio/channels/AsynchronousServerSocketChannel	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/async_socket.rs:3908	-
dead-everywhere	near-miss	java/nio/channels/DatagramChannel	bind	(Ljava/net/SocketAddress;)V	no	native-io/src/lib.rs:26634	-
dead-everywhere	near-miss	java/nio/channels/DatagramChannel	bind	(Ljava/net/SocketAddress;)V	yes	native-io/src/lib.rs:26634	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	localAddress	()Ljava/net/InetSocketAddress;	no	native-io/src/lib.rs:26483	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	localAddress	()Ljava/net/InetSocketAddress;	yes	native-io/src/lib.rs:26483	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	localAddress	()Ljava/net/SocketAddress;	no	native-io/src/lib.rs:26489	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/lib.rs:26489	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	remoteAddress	()Ljava/net/InetSocketAddress;	no	native-io/src/lib.rs:26499	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	remoteAddress	()Ljava/net/InetSocketAddress;	yes	native-io/src/lib.rs:26499	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	remoteAddress	()Ljava/net/SocketAddress;	no	native-io/src/lib.rs:26505	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	remoteAddress	()Ljava/net/SocketAddress;	yes	native-io/src/lib.rs:26505	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setReceiveBufferSize	(I)V	no	native-io/src/lib.rs:26599	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setReceiveBufferSize	(I)V	yes	native-io/src/lib.rs:26599	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setReuseAddress	(Z)V	no	native-io/src/lib.rs:26611	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setReuseAddress	(Z)V	yes	native-io/src/lib.rs:26611	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setSendBufferSize	(I)V	no	native-io/src/lib.rs:26587	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setSendBufferSize	(I)V	yes	native-io/src/lib.rs:26587	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setSoTimeout	(I)V	no	native-io/src/lib.rs:26626	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setSoTimeout	(I)V	yes	native-io/src/lib.rs:26626	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setTrafficClass	(I)V	no	native-io/src/lib.rs:26628	-
dead-everywhere	truly-gone	java/nio/channels/DatagramChannel	setTrafficClass	(I)V	yes	native-io/src/lib.rs:26628	-
dead-everywhere	truly-gone	java/nio/channels/FileChannel	unmap0	(Ljava/nio/MappedByteBuffer;)V	yes	native-io/src/lib.rs:22347	-
dead-everywhere	truly-gone	java/nio/channels/Selector	lockAndDoSelect	(Ljava/util/function/Consumer;J)I	yes	native-io/src/nio_selector.rs:4826	-
dead-everywhere	truly-gone	java/nio/channels/ServerSocketChannel	blockingAccept	(J)Ljava/nio/channels/SocketChannel;	yes	native-io/src/socket_channel.rs:6682	-
dead-everywhere	near-miss	java/nio/channels/ServerSocketChannel	configureBlocking	(Z)Ljava/nio/channels/spi/AbstractSelectableChannel;	yes	native-io/src/socket_channel.rs:6631	-
dead-everywhere	truly-gone	java/nio/channels/ServerSocketChannel	isBound	()Z	yes	native-io/src/socket_channel.rs:6624	-
dead-everywhere	truly-gone	java/nio/channels/ServerSocketChannel	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/socket_channel.rs:6729	-
dead-everywhere	truly-gone	java/nio/channels/SocketChannel	blockingConnect	(Ljava/net/SocketAddress;J)V	yes	native-io/src/socket_channel.rs:6454	-
dead-everywhere	truly-gone	java/nio/channels/SocketChannel	blockingRead	([BIIJ)I	yes	native-io/src/socket_channel.rs:6507	-
dead-everywhere	truly-gone	java/nio/channels/SocketChannel	blockingWriteFully	([BII)V	yes	native-io/src/socket_channel.rs:6508	-
dead-everywhere	near-miss	java/nio/channels/SocketChannel	configureBlocking	(Z)Ljava/nio/channels/spi/AbstractSelectableChannel;	yes	native-io/src/socket_channel.rs:6418	-
dead-everywhere	truly-gone	java/nio/channels/SocketChannel	isInputOpen	()Z	yes	native-io/src/socket_channel.rs:6462	-
dead-everywhere	truly-gone	java/nio/channels/SocketChannel	isOutputOpen	()Z	yes	native-io/src/socket_channel.rs:6465	-
dead-everywhere	truly-gone	java/nio/channels/SocketChannel	localAddress	()Ljava/net/SocketAddress;	yes	native-io/src/socket_channel.rs:6400	-
dead-everywhere	truly-gone	java/nio/channels/SocketChannel	remoteAddress	()Ljava/net/SocketAddress;	yes	native-io/src/socket_channel.rs:6406	-
dead-everywhere	near-miss	java/nio/file/Paths	get	(Ljava/lang/String;)Ljava/nio/file/Path;	yes	native-io/src/lib.rs:15767	-
dead-everywhere	truly-gone	java/security/Provider	parseLegacyPut	(Ljava/lang/String;Ljava/lang/String;)V	yes	native-builtins/src/jca/provider_chain.rs:7868	-
dead-everywhere	truly-gone	java/security/Provider$EngineDescription	<clinit>	()V	yes	native-builtins/src/jca/provider_chain.rs:7782	-
dead-everywhere	truly-gone	java/security/Provider$ServiceKey	<clinit>	()V	yes	native-builtins/src/jca/provider_chain.rs:7776	-
dead-everywhere	truly-gone	java/util/HashSet	comparator	()Ljava/util/Comparator;	yes	native-collections/src/lib.rs:2871	-
dead-everywhere	truly-gone	java/util/LinkedHashSet	comparator	()Ljava/util/Comparator;	yes	native-collections/src/lib.rs:2871	-
dead-everywhere	truly-gone	java/util/TimeZone	getOffsetsByWall	(J[I)I	yes	native-builtins/src/lib.rs:22498	-
dead-everywhere	truly-gone	java/util/TreeMap	iterator	()Ljava/util/Iterator;	yes	native-collections/src/lib.rs:59953	-
dead-everywhere	near-miss	java/util/TreeMap$KeySet	<init>	(Ljava/util/Collection;)V	yes	native-collections/src/lib.rs:60124	-
dead-everywhere	near-miss	java/util/TreeMap$KeySet	<init>	(Ljava/util/Comparator;)V	yes	native-collections/src/lib.rs:60118	-
dead-everywhere	truly-gone	java/util/TreeMap$KeySet	readObject	(Ljava/io/ObjectInputStream;)V	yes	native-collections/src/lib.rs:60167	-
dead-everywhere	truly-gone	java/util/TreeMap$KeySet	writeObject	(Ljava/io/ObjectOutputStream;)V	yes	native-collections/src/lib.rs:60161	-
dead-everywhere	near-miss	java/util/concurrent/ConcurrentHashMap	reduceEntries	(JLjava/util/function/BiFunction;)Ljava/lang/Object;	yes	native-collections/src/lib.rs:61649	-
dead-everywhere	near-miss	java/util/concurrent/CopyOnWriteArraySet	<init>	(I)V	yes	native-collections/src/lib.rs:19797	-
dead-everywhere	near-miss	java/util/concurrent/CopyOnWriteArraySet	<init>	(IF)V	yes	native-collections/src/lib.rs:19798	-
dead-everywhere	near-miss	java/util/logging/Logger	log	(Ljava/util/logging/Level;Ljava/util/function/Supplier;Ljava/lang/Throwable;)V	yes	native-builtins/src/logmanager.rs:7992	-
dead-everywhere	near-miss	java/util/stream/DoubleStream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/DoubleStream;	no	native-builtins/src/streams.rs:200	-
dead-everywhere	near-miss	java/util/stream/DoubleStream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/DoubleStream;	yes	native-collections/src/lib.rs:30257	-
dead-everywhere	near-miss	java/util/stream/DoubleStream	unordered	()Ljava/util/stream/DoubleStream;	yes	native-builtins/src/streams.rs:192	-
dead-everywhere	near-miss	java/util/stream/IntStream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/IntStream;	no	native-builtins/src/streams.rs:200	-
dead-everywhere	near-miss	java/util/stream/IntStream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/IntStream;	yes	native-collections/src/lib.rs:30257	-
dead-everywhere	near-miss	java/util/stream/IntStream	unordered	()Ljava/util/stream/IntStream;	yes	native-builtins/src/streams.rs:192	-
dead-everywhere	near-miss	java/util/stream/LongStream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/LongStream;	no	native-builtins/src/streams.rs:200	-
dead-everywhere	near-miss	java/util/stream/LongStream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/LongStream;	yes	native-collections/src/lib.rs:30257	-
dead-everywhere	near-miss	java/util/stream/LongStream	unordered	()Ljava/util/stream/LongStream;	yes	native-builtins/src/streams.rs:192	-
dead-everywhere	near-miss	java/util/stream/Stream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/Stream;	no	native-builtins/src/streams.rs:200	-
dead-everywhere	near-miss	java/util/stream/Stream	onClose	(Ljava/lang/Runnable;)Ljava/util/stream/Stream;	yes	native-collections/src/lib.rs:30257	-
dead-everywhere	near-miss	java/util/stream/Stream	parallel	()Ljava/util/stream/Stream;	yes	native-builtins/src/streams.rs:191	-
dead-everywhere	near-miss	java/util/stream/Stream	sequential	()Ljava/util/stream/Stream;	yes	native-builtins/src/streams.rs:185	-
dead-everywhere	near-miss	java/util/stream/Stream	unordered	()Ljava/util/stream/Stream;	yes	native-builtins/src/streams.rs:192	-
dead-everywhere	near-miss	java/util/zip/ZipFile	<init>	(Ljava/io/File;Z)V	yes	native-io/src/zip_real_jar.rs:1436	-
dead-everywhere	near-miss	java/util/zip/ZipFile	<init>	(Ljava/lang/String;Z)V	yes	native-io/src/zip_real_jar.rs:1448	-
dead-everywhere	truly-gone	java/util/zip/ZipFile$1	entryLocalNameEncoding	(Ljava/util/zip/ZipEntry;)Z	yes	native-builtins/src/shared_secrets_bridge.rs:3644	-
dead-everywhere	truly-gone	java/util/zip/ZipFile$1	getEntry	(Ljava/util/zip/ZipFile;Ljava/lang/String;Ljava/util/function/Function;)Ljava/util/zip/ZipEntry;	yes	native-builtins/src/shared_secrets_bridge.rs:3638	-
dead-everywhere	near-miss	javax/management/openmbean/TabularDataSupport	put	(Ljavax/management/openmbean/CompositeData;)Ljavax/management/openmbean/CompositeData;	yes	native-builtins/src/jmx_openmbean.rs:1876	-
dead-everywhere	truly-gone	jdk/internal/access/JavaLangAccess	currentThread0	()Ljava/lang/Thread;	yes	native-builtins/src/shared_secrets_bridge.rs:2122	-
dead-everywhere	near-miss	jdk/internal/loader/URLClassPath	closeLoaders	()V	yes	native-builtins/src/classloader.rs:6396	-
dead-everywhere	near-miss	jdk/internal/loader/URLClassPath	getURLs	(Z)[Ljava/net/URL;	yes	native-builtins/src/classloader.rs:6388	-
dead-everywhere	near-miss	jdk/internal/misc/Signal	handle	(Ljdk/internal/misc/Signal;Ljdk/internal/misc/SignalHandler;)Ljdk/internal/misc/SignalHandler;	no	native-builtins/src/deprecated_internal.rs:1635	-
dead-everywhere	near-miss	jdk/internal/misc/Signal	handle	(Ljdk/internal/misc/Signal;Ljdk/internal/misc/SignalHandler;)Ljdk/internal/misc/SignalHandler;	yes	native-builtins/src/deprecated_internal.rs:1635	-
dead-everywhere	truly-gone	jdk/internal/misc/VM$BufferPool	getObjectName	()Ljavax/management/ObjectName;	yes	native-builtins/src/shared_secrets_bridge.rs:3358	-
dead-everywhere	truly-gone	jdk/internal/net/http/Http1Exchange	writeRequest	([B)V	yes	native-builtins/src/http_client.rs:2031	-
dead-everywhere	near-miss	jdk/internal/net/http/Http1HeaderParser	parse	([B)Z	yes	native-builtins/src/http_client.rs:2051	-
dead-everywhere	truly-gone	jdk/internal/net/http/Http1HeaderParser	statusCode	()I	yes	native-builtins/src/http_client.rs:2079	-
dead-everywhere	truly-gone	jdk/internal/net/http/Http2ClientImpl	openConnections	()I	yes	native-builtins/src/http_client.rs:2013	-
dead-everywhere	truly-gone	jdk/internal/net/http/Http2ClientImpl	sendHttp2	(Ljdk/internal/net/http/HttpRequestImpl;Ljava/net/http/HttpResponse$BodyHandler;)Ljdk/internal/net/http/HttpResponseImpl;	yes	native-builtins/src/http_client.rs:1999	-
dead-everywhere	near-miss	jdk/internal/net/http/HttpClientImpl	send	(Ljdk/internal/net/http/HttpRequestImpl;Ljava/net/http/HttpResponse$BodyHandler;)Ljdk/internal/net/http/HttpResponseImpl;	yes	native-builtins/src/http_client.rs:2094	-
dead-everywhere	near-miss	jdk/internal/net/http/HttpClientImpl	sendAsync	(Ljdk/internal/net/http/HttpRequestImpl;Ljava/net/http/HttpResponse$BodyHandler;)Ljava/util/concurrent/CompletableFuture;	yes	native-builtins/src/http_client.rs:2106	-
dead-everywhere	near-miss	jdk/internal/reflect/Reflection	getCallerClass	(I)Ljava/lang/Class;	no	native-builtins/src/deprecated_internal.rs:985	-
dead-everywhere	near-miss	jdk/internal/reflect/Reflection	getCallerClass	(I)Ljava/lang/Class;	yes	native-builtins/src/deprecated_internal.rs:985	-
dead-everywhere	truly-gone	jdk/internal/reflect/ReflectionFactory	getConstantPool	(Ljava/lang/Class;)Ljdk/internal/reflect/ConstantPool;	yes	native-builtins/src/lib.rs:17293	-
dead-everywhere	near-miss	jdk/internal/util/Preconditions	checkFromIndexSize	(III)I	yes	native-builtins/src/preconditions.rs:456	-
dead-everywhere	near-miss	jdk/internal/util/Preconditions	checkFromToIndex	(III)I	yes	native-builtins/src/preconditions.rs:455	-
dead-everywhere	near-miss	jdk/internal/util/Preconditions	checkIndex	(II)I	yes	native-builtins/src/preconditions.rs:454	-
dead-everywhere	near-miss	sun/instrument/InstrumentationImpl	<init>	(JLjava/lang/String;ZZ)V	yes	vm/src/runtime/instrument.rs:2551	-
dead-everywhere	near-miss	sun/management/GarbageCollectorImpl	<init>	(Ljava/lang/String;Lsun/management/VMManagement;)V	yes	native-builtins/src/jmx.rs:3324	-
dead-everywhere	truly-gone	sun/management/GarbageCollectorImpl	gc	()V	yes	native-builtins/src/jmx.rs:3368	-
dead-everywhere	truly-gone	sun/misc/Signal	number	(Ljava/lang/String;)I	no	native-builtins/src/deprecated_internal.rs:1700	-
dead-everywhere	truly-gone	sun/misc/Signal	number	(Ljava/lang/String;)I	yes	native-builtins/src/deprecated_internal.rs:1700	-
dead-everywhere	near-miss	sun/net/httpserver/HttpContextImpl	setAuthenticator	(Lcom/sun/net/httpserver/Authenticator;)V	yes	native-builtins/src/phases_late/net_channels.rs:5967	-
dead-everywhere	near-miss	sun/net/spi/DefaultProxySelector	init	()V	yes	native-builtins/src/proxy_selector.rs:783	-
dead-everywhere	near-miss	sun/nio/ch/DatagramChannelImpl	bind	(Ljava/net/SocketAddress;)V	no	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	near-miss	sun/nio/ch/DatagramChannelImpl	bind	(Ljava/net/SocketAddress;)V	yes	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setReceiveBufferSize	(I)V	no	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setReceiveBufferSize	(I)V	yes	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setReuseAddress	(Z)V	no	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setReuseAddress	(Z)V	yes	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setSendBufferSize	(I)V	no	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setSendBufferSize	(I)V	yes	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setSoTimeout	(I)V	no	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setSoTimeout	(I)V	yes	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setTrafficClass	(I)V	no	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/DatagramChannelImpl	setTrafficClass	(I)V	yes	native-io/src/concrete_receiver.rs:185	-
dead-everywhere	truly-gone	sun/nio/ch/EPollPort	close	()V	yes	native-io/src/async_socket.rs:3952	-
dead-everywhere	truly-gone	sun/nio/ch/EPollPort	drain	()V	yes	native-io/src/async_socket.rs:3955	-
dead-everywhere	truly-gone	sun/nio/ch/EPollPort	open	()Lsun/nio/ch/EPollPort;	yes	native-io/src/async_socket.rs:3951	-
dead-everywhere	truly-gone	sun/nio/ch/EPollPort	poll	()V	yes	native-io/src/async_socket.rs:3956	-
dead-everywhere	near-miss	sun/nio/ch/FileChannelImpl	map0	(IJJ)J	yes	native-io/src/file_channel.rs:1277	-
dead-everywhere	truly-gone	sun/nio/ch/FileChannelImpl	transferFrom0	(IIJJ)J	yes	native-io/src/file_channel.rs:1284	-
dead-everywhere	truly-gone	sun/nio/ch/FileChannelImpl	transferFrom0	(IIJJZ)J	yes	native-io/src/file_channel.rs:1283	-
dead-everywhere	near-miss	sun/nio/ch/FileChannelImpl	transferTo0	(IJJI)J	yes	native-io/src/file_channel.rs:1280	-
dead-everywhere	near-miss	sun/nio/ch/FileChannelImpl	transferTo0	(IJJIZ)J	yes	native-io/src/file_channel.rs:1279	-
dead-everywhere	near-miss	sun/nio/ch/FileDispatcherImpl	map0	(Ljava/io/FileDescriptor;IJJ)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	near-miss	sun/nio/ch/FileDispatcherImpl	transferFrom0	(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;JJ)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	near-miss	sun/nio/ch/FileDispatcherImpl	transferTo0	(Ljava/io/FileDescriptor;JJLjava/io/FileDescriptor;)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/Iocp	close	()V	yes	native-io/src/async_socket.rs:3952	-
dead-everywhere	truly-gone	sun/nio/ch/Iocp	drain	()V	yes	native-io/src/async_socket.rs:3955	-
dead-everywhere	truly-gone	sun/nio/ch/Iocp	open	()Lsun/nio/ch/Iocp;	yes	native-io/src/async_socket.rs:3951	-
dead-everywhere	truly-gone	sun/nio/ch/Iocp	poll	()V	yes	native-io/src/async_socket.rs:3956	-
dead-everywhere	truly-gone	sun/nio/ch/KQueuePort	close	()V	yes	native-io/src/async_socket.rs:3952	-
dead-everywhere	truly-gone	sun/nio/ch/KQueuePort	drain	()V	yes	native-io/src/async_socket.rs:3955	-
dead-everywhere	truly-gone	sun/nio/ch/KQueuePort	open	()Lsun/nio/ch/KQueuePort;	yes	native-io/src/async_socket.rs:3951	-
dead-everywhere	truly-gone	sun/nio/ch/KQueuePort	poll	()V	yes	native-io/src/async_socket.rs:3956	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	init	()V	yes	native-builtins/src/plain_socket.rs:998	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	initProto	()V	yes	native-builtins/src/plain_socket.rs:997	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketAccept	(Ljava/net/SocketImpl;)V	yes	native-builtins/src/plain_socket.rs:923	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketAvailable	()I	yes	native-builtins/src/plain_socket.rs:990	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketBind	(Ljava/net/InetAddress;I)V	yes	native-builtins/src/plain_socket.rs:919	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketClose0	()V	yes	native-builtins/src/plain_socket.rs:931	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketClose0	(Z)V	yes	native-builtins/src/plain_socket.rs:930	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketConnect	(Ljava/net/InetAddress;II)V	yes	native-builtins/src/plain_socket.rs:912	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketCreate	(Z)V	yes	native-builtins/src/plain_socket.rs:907	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketCreate	(ZZ)V	yes	native-builtins/src/plain_socket.rs:910	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketGetOption	(I)I	yes	native-builtins/src/plain_socket.rs:969	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketGetOption	(ILjava/lang/Object;)I	yes	native-builtins/src/plain_socket.rs:970	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketListen	(I)V	yes	native-builtins/src/plain_socket.rs:921	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketSendUrgentData	(I)V	yes	native-builtins/src/plain_socket.rs:992	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketSetOption	(ILjava/lang/Object;)V	yes	native-builtins/src/plain_socket.rs:962	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketSetOption	(IZLjava/lang/Object;)V	yes	native-builtins/src/plain_socket.rs:935	-
dead-everywhere	truly-gone	sun/nio/ch/NioSocketImpl	socketShutdown	(I)V	yes	native-builtins/src/plain_socket.rs:933	-
dead-everywhere	near-miss	sun/nio/ch/ServerSocketChannelImpl	configureBlocking	(Z)Ljava/nio/channels/spi/AbstractSelectableChannel;	yes	native-io/src/socket_channel.rs:6631	-
dead-everywhere	truly-gone	sun/nio/ch/ServerSocketChannelImpl	read0	(Ljava/io/FileDescriptor;JI)I	yes	native-io/src/net.rs:4376	-
dead-everywhere	truly-gone	sun/nio/ch/ServerSocketChannelImpl	write0	(Ljava/io/FileDescriptor;JI)I	yes	native-io/src/net.rs:4377	-
dead-everywhere	near-miss	sun/nio/ch/SocketChannelImpl	configureBlocking	(Z)Ljava/nio/channels/spi/AbstractSelectableChannel;	yes	native-io/src/socket_channel.rs:6418	-
dead-everywhere	truly-gone	sun/nio/ch/SocketChannelImpl	read0	(Ljava/io/FileDescriptor;JI)I	yes	native-io/src/net.rs:4376	-
dead-everywhere	truly-gone	sun/nio/ch/SocketChannelImpl	write0	(Ljava/io/FileDescriptor;JI)I	yes	native-io/src/net.rs:4377	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	close0	(Ljava/io/FileDescriptor;)V	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	duplicateHandle	(J)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	init0	()V	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	near-miss	sun/nio/ch/UnixFileDispatcherImpl	map0	(Ljava/io/FileDescriptor;IJJ)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	maxDirectTransferSize0	()I	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	preClose0	(Ljava/io/FileDescriptor;)V	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	near-miss	sun/nio/ch/UnixFileDispatcherImpl	setDirect0	(Ljava/io/FileDescriptor;Ljava/nio/CharBuffer;)I	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	transferFrom0	(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;JJ)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	transferFrom0	(Ljava/io/FileDescriptor;Ljava/io/FileDescriptor;JJZ)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	transferTo0	(Ljava/io/FileDescriptor;JJLjava/io/FileDescriptor;)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	truly-gone	sun/nio/ch/UnixFileDispatcherImpl	transferTo0	(Ljava/io/FileDescriptor;JJLjava/io/FileDescriptor;Z)J	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	near-miss	sun/nio/ch/UnixFileDispatcherImpl	write0	(Ljava/io/FileDescriptor;JIZ)I	yes	native-io/src/nio_native.rs:1187	-
dead-everywhere	near-miss	sun/nio/ch/UnixFileDispatcherImpl	writev0	(Ljava/io/FileDescriptor;JIZ)J	yes	native-io/src/nio_native.rs:1187	-
